State,District,Block/Tehsil,Village,Salinity - No.,Salinity - PL,Dried up - No.,Dried up - PL,Destroyed beyond repair - No.,Destroyed beyond repair - PL,Sea water intrusion  - No.,Sea water intrusion  - PL,Industrial effluents - No.,Industrial effluents - PL,Availability of Major/Medium Irrigation Projects  - No.,Availability of Major/Medium Irrigation Projects  - PL,Other reasons - No.,Other reasons - PL
TAMIL NADU,KANCHEEPURAM,THIRUKAZHUKUNDRAM,KOTHIMANGALAM,1,0,1,0,2,0,0,0,0,0,0,0,12,30.54
TAMIL NADU,KANCHEEPURAM,THIRUKAZHUKUNDRAM,KUNNATHOOR 'A',0,0,2,0.6,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,KANCHEEPURAM,THIRUKAZHUKUNDRAM,KUZHIPPANTHANDALAM,0,0,2,0,3,0,0,0,0,0,0,0,0,0
TAMIL NADU,KANCHEEPURAM,THIRUKAZHUKUNDRAM,MANKALAM -B,0,0,0,0,0,0,0,0,0,0,0,0,10,7.6
TAMIL NADU,KANCHEEPURAM,THIRUKAZHUKUNDRAM,MELAPPATTU,1,0,2,0,1,0,0,0,0,0,0,0,0,0
TAMIL NADU,KANCHEEPURAM,THIRUKAZHUKUNDRAM,MULLIKOLATHUR,0,0,4,0,1,0,0,0,0,0,0,0,4,0
TAMIL NADU,KANCHEEPURAM,THIRUKAZHUKUNDRAM,MUTHIKAINALLAN KUPPA,0,0,0,0,21,0,0,0,0,0,0,0,1,0
TAMIL NADU,KANCHEEPURAM,THIRUKAZHUKUNDRAM,NARAPAKKAM,0,0,3,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,KANCHEEPURAM,THIRUKAZHUKUNDRAM,NEAIKUPPI 'C',0,0,1,1.5,12,8.73,0,0,0,0,0,0,1,2.24
TAMIL NADU,KANCHEEPURAM,THIRUKAZHUKUNDRAM,NEIKUPI,0,0,1,0,11,3.52,0,0,1,0,0,0,2,2.24
TAMIL NADU,KANCHEEPURAM,THIRUKAZHUKUNDRAM,NELVAI,0,0,6,0,2,0,0,0,0,0,0,0,0,0
TAMIL NADU,KANCHEEPURAM,THIRUKAZHUKUNDRAM,OTHIVAKKAM,0,0,0,0,4,3.44,0,0,0,0,0,0,0,0
TAMIL NADU,KANCHEEPURAM,THIRUKAZHUKUNDRAM,PAKKAM,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,KANCHEEPURAM,THIRUKAZHUKUNDRAM,PATTIKADU,2,0,4,0,4,0,0,0,1,0,0,0,6,0
TAMIL NADU,KANCHEEPURAM,THIRUKAZHUKUNDRAM,PERAMBAKKAM,2,0,1,0,0,0,0,0,0,0,0,0,4,0
TAMIL NADU,KANCHEEPURAM,THIRUKAZHUKUNDRAM,PERUMBEDU,2,0.64,2,2,0,0,0,0,0,0,0,0,1,2
TAMIL NADU,KANCHEEPURAM,THIRUKAZHUKUNDRAM,PUDUPATTINAM,0,0,3,0,2,0,0,0,0,0,0,0,0,0
TAMIL NADU,KANCHEEPURAM,THIRUKAZHUKUNDRAM,SADURANGAPATTINAM,0,0,1,4.8,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,KANCHEEPURAM,THIRUKAZHUKUNDRAM,THATHAROOR,0,0,0,0,9,2.04,0,0,0,0,0,0,0,0
TAMIL NADU,KANCHEEPURAM,THIRUKAZHUKUNDRAM,THIRUKAZHUKUNDRAM,1,0,0,0,0,0,0,0,0,0,0,0,1,0
TAMIL NADU,KANCHEEPURAM,THIRUKAZHUKUNDRAM,THIRUMALAI,0,0,0,0,0,0,0,0,0,0,0,0,2,0
TAMIL NADU,KANCHEEPURAM,THIRUKAZHUKUNDRAM,TIRUKAZHUKUNDRAM B,0,0,0,0,6,0,0,0,1,0,1,0,4,2.84
TAMIL NADU,KANCHEEPURAM,THIRUKAZHUKUNDRAM,VEERAPURAM,2,0.98,1,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,KANCHEEPURAM,THIRUKAZHUKUNDRAM,VENKAPPAKKAM 'A',0,0,0,0,1,0.06,0,0,0,0,0,0,2,0.67
TAMIL NADU,KANCHEEPURAM,TIRUPORUR,ACHARAVAKKAM,0,0,1,3.2,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,KANCHEEPURAM,TIRUPORUR,ALATHUR,0,0,0,0,3,0,0,0,0,0,0,0,9,0
TAMIL NADU,KANCHEEPURAM,TIRUPORUR,ANUMANTHAPURAM,0,0,9,0,1,0,0,0,0,0,0,0,0,0
TAMIL NADU,KANCHEEPURAM,TIRUPORUR,DHASARIKUPPAM,1,30,7,73.9,0,0,0,0,0,0,0,0,3,24.6
TAMIL NADU,KANCHEEPURAM,TIRUPORUR,EKATTUR,7,0,2,0,1,0,0,0,1,0,0,0,1,0
TAMIL NADU,KANCHEEPURAM,TIRUPORUR,KAAYAAR,0,0,1,0,1,0,0,0,0,0,0,0,21,0
TAMIL NADU,KANCHEEPURAM,TIRUPORUR,KALAVAKKAM,0,0,0,0,0,0,0,0,0,0,0,0,6,0
TAMIL NADU,KANCHEEPURAM,TIRUPORUR,KANNAGAPPATTU,0,0,0,0,0,0,0,0,0,0,0,0,54,0
TAMIL NADU,KANCHEEPURAM,TIRUPORUR,KARANAI,0,0,0,0,0,0,1,0,0,0,0,0,3,0.45
TAMIL NADU,KANCHEEPURAM,TIRUPORUR,KARUMPAKKAM,0,0,0,0,2,0,0,0,0,0,0,0,0,0
TAMIL NADU,KANCHEEPURAM,TIRUPORUR,KATTUR,0,0,0,0,1,0,0,0,0,0,0,0,1,0
TAMIL NADU,KANCHEEPURAM,TIRUPORUR,KEELUR,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TAMIL NADU,KANCHEEPURAM,TIRUPORUR,KELAMBAKKAM,0,0,0,0,6,0,0,0,0,0,0,0,1,0
TAMIL NADU,KANCHEEPURAM,TIRUPORUR,KIZHAKOTTAIYUR,0,0,8,0,0,0,0,0,0,0,0,0,9,0
TAMIL NADU,KANCHEEPURAM,TIRUPORUR,KOLATHUR,0,0,0,0,2,1.55,0,0,0,0,0,0,1,0.01
TAMIL NADU,KANCHEEPURAM,TIRUPORUR,KOTTAMEDU,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TAMIL NADU,KANCHEEPURAM,TIRUPORUR,MAILAI,0,0,0,0,1,0,0,0,0,0,0,0,1,0
TAMIL NADU,KANCHEEPURAM,TIRUPORUR,MAMBAKKAM,0,0,0,0,1,0,0,0,0,0,0,0,56,1.12
TAMIL NADU,KANCHEEPURAM,TIRUPORUR,MELAIYUR,0,0,0,0,2,3.25,0,0,0,0,0,0,0,0
TAMIL NADU,KANCHEEPURAM,TIRUPORUR,MELAKOTTAIYUR,0,0,0,0,0,0,0,0,0,0,0,0,17,0.94
TAMIL NADU,KANCHEEPURAM,TIRUPORUR,NAVALOOR,1,0,0,0,1,0,0,0,0,0,0,0,1,0
TAMIL NADU,KANCHEEPURAM,TIRUPORUR,NELLIKUPPAM,0,0,0,0,3,5.25,0,0,1,0,0,0,17,5.1
TAMIL NADU,KANCHEEPURAM,TIRUPORUR,OOTERI,0,0,0,0,5,244.21,0,0,0,0,0,0,1,0.81
TAMIL NADU,KANCHEEPURAM,TIRUPORUR,ORAGADAM,0,0,1,8.37,3,9.14,0,0,0,0,0,0,0,0
TAMIL NADU,KANCHEEPURAM,TIRUPORUR,PADUR,0,0,0,0,2,1.5,0,0,0,0,0,0,0,0
TAMIL NADU,KANCHEEPURAM,TIRUPORUR,POLACHERI,0,0,0,0,1,0,0,0,0,0,0,0,1,0
TAMIL NADU,KANCHEEPURAM,TIRUPORUR,PONMAR,0,0,0,0,1,0,0,0,0,0,0,0,22,0
TAMIL NADU,KANCHEEPURAM,TIRUPORUR,PUDUPAKKAM,0,0,0,0,0,0,0,0,0,0,0,0,11,0
TAMIL NADU,KANCHEEPURAM,TIRUPORUR,ROYALPATTU,0,0,0,0,3,0.75,0,0,0,0,0,0,0,0
TAMIL NADU,KANCHEEPURAM,TIRUPORUR,SEMBAKKAM,0,0,4,0,0,0,0,0,0,0,0,0,7,0
TAMIL NADU,KANCHEEPURAM,TIRUPORUR,SIRUCHERI,0,0,0,0,0,0,0,0,0,0,0,0,21,0
TAMIL NADU,KANCHEEPURAM,TIRUPORUR,SIRUDAVUR,0,0,2,0,1,0,0,0,0,0,0,0,0,0
TAMIL NADU,KANCHEEPURAM,TIRUPORUR,SONALOOR,0,0,0,0,0,0,0,0,0,0,0,0,12,11.72
TAMIL NADU,KANCHEEPURAM,TIRUPORUR,THAIYUR A,0,0,0,0,0,0,0,0,0,0,0,0,1,2.59
TAMIL NADU,KANCHEEPURAM,TIRUPORUR,THAIYUR B,0,0,2,0.25,3,5.4,0,0,0,0,0,0,3,0.26
TAMIL NADU,KANCHEEPURAM,TIRUPORUR,THANDALAM,0,0,2,0,0,0,0,0,0,0,0,0,17,2
TAMIL NADU,KANCHEEPURAM,TIRUPORUR,THIRUNILAI,0,0,0,0,1,44,0,0,0,0,0,0,0,0
TAMIL NADU,KANCHEEPURAM,TIRUPORUR,TIRUPORUR,0,0,1,0,0,0,0,0,0,0,0,0,2,0
TAMIL NADU,KANCHEEPURAM,TIRUPORUR,TIRUVIDANTHAI,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,KANCHEEPURAM,TIRUPORUR,VALARKUNDRAM,0,0,1,0,3,0,0,0,0,0,0,0,0,0
TAMIL NADU,KANCHEEPURAM,TIRUPORUR,VELICHAI,0,0,0,0,0,0,0,0,0,0,0,0,2,0
TAMIL NADU,KANCHEEPURAM,TIRUPORUR,VENKOOR,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0
TAMIL NADU,KANCHEEPURAM,TIRUPORUR,VENPEDU,0,0,0,0,1,0,0,0,0,0,0,0,1,0
TAMIL NADU,KANCHEEPURAM,TIRUPORUR,VIRALPAKKAM,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TAMIL NADU,KANCHEEPURAM,UTHIRAMERUR,ADAVAPAKKAM,0,0,0,0,2,0,0,0,0,0,0,0,0,0
TAMIL NADU,KANCHEEPURAM,UTHIRAMERUR,ALAPAKKAM,0,0,0,0,0,0,0,0,0,0,0,0,1,7.14
TAMIL NADU,KANCHEEPURAM,UTHIRAMERUR,AMMIYAPPANALLUR,0,0,1,0.5,0,0,0,0,0,0,0,0,3,0
TAMIL NADU,KANCHEEPURAM,UTHIRAMERUR,ANAMBAKKAM,0,0,1,0.9,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,KANCHEEPURAM,UTHIRAMERUR,ANNATHUR,0,0,1,4.51,0,0,0,0,0,0,0,0,3,14.2
TAMIL NADU,KANCHEEPURAM,UTHIRAMERUR,ARASANIMANGALAM,0,0,1,0,0,0,0,0,0,0,0,0,2,0
TAMIL NADU,KANCHEEPURAM,UTHIRAMERUR,ATTHIYURMELTHULI,0,0,0,0,0,0,0,0,0,0,0,0,1,2
TAMIL NADU,KANCHEEPURAM,UTHIRAMERUR,AZHICHUR,0,0,2,0,0,0,0,0,0,0,0,0,23,0
TAMIL NADU,KANCHEEPURAM,UTHIRAMERUR,CHITTHALAPAKKAM,0,0,2,0,5,4.16,0,0,0,0,0,0,2,0.96
TAMIL NADU,KANCHEEPURAM,UTHIRAMERUR,EDAMATCHI,0,0,2,1,1,0.8,0,0,0,0,0,0,2,3.18
TAMIL NADU,KANCHEEPURAM,UTHIRAMERUR,EDIYAMPUDUR,0,0,4,1.86,0,0,0,0,0,0,0,0,1,0.2
TAMIL NADU,KANCHEEPURAM,UTHIRAMERUR,ELAPAKKAM,0,0,3,0,1,0,0,0,0,0,0,0,0,0
TAMIL NADU,KANCHEEPURAM,UTHIRAMERUR,KADALMANGALAM,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,KANCHEEPURAM,UTHIRAMERUR,KALIAMPONDI,0,0,0,0,0,0,0,0,0,0,0,0,2,1
TAMIL NADU,KANCHEEPURAM,UTHIRAMERUR,KAMMALAMPOONDI,2,2.2,0,0,2,3,0,0,1,0.6,0,0,2,3.2
TAMIL NADU,KANCHEEPURAM,UTHIRAMERUR,KARANAI,0,0,2,1.4,0,0,1,1,0,0,0,0,0,0
TAMIL NADU,KANCHEEPURAM,UTHIRAMERUR,KATTANKULLAM,0,0,3,0,9,0,0,0,0,0,0,0,3,0
TAMIL NADU,KANCHEEPURAM,UTHIRAMERUR,KATTIAMPANTHAL,1,0.56,0,0,1,1.2,0,0,0,0,0,0,0,0
TAMIL NADU,KANCHEEPURAM,UTHIRAMERUR,KAVAMBAYIR,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,KANCHEEPURAM,UTHIRAMERUR,KAVANOOR PUDUCHERI,0,0,1,1.2,0,0,0,0,0,0,0,0,1,1.74
TAMIL NADU,KANCHEEPURAM,UTHIRAMERUR,KILAKKADI,0,0,0,0,0,0,0,0,0,0,0,0,61,52.31
TAMIL NADU,KANCHEEPURAM,UTHIRAMERUR,KUNNAVAKKAM,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TAMIL NADU,KANCHEEPURAM,UTHIRAMERUR,KURUMPIRAI,0,0,0,0,1,0.93,0,0,0,0,0,0,4,0.64
TAMIL NADU,KANCHEEPURAM,UTHIRAMERUR,MALAIYANKULAM,0,0,1,0.96,0,0,0,0,0,0,0,0,2,0.73
TAMIL NADU,KANCHEEPURAM,UTHIRAMERUR,MALLIANKARANAI A,0,0,0,0,0,0,0,0,0,0,0,0,2,0
TAMIL NADU,KANCHEEPURAM,UTHIRAMERUR,MANAMBATHY,0,0,0,0,0,0,0,0,0,0,0,0,7,0
TAMIL NADU,KANCHEEPURAM,UTHIRAMERUR,MARUTHAM,0,0,3,8,0,0,0,0,0,0,0,0,7,12.37
TAMIL NADU,KANCHEEPURAM,UTHIRAMERUR,MARUTHUVAMPADI,1,0.4,1,2,1,0,0,0,0,0,0,0,0,0
TAMIL NADU,KANCHEEPURAM,UTHIRAMERUR,MELPAKKAM,0,0,0,0,1,0.56,0,0,0,0,0,0,1,0.93
TAMIL NADU,KANCHEEPURAM,UTHIRAMERUR,MENALUR,0,0,33,0,0,0,0,0,0,0,0,0,4,0
TAMIL NADU,KANCHEEPURAM,UTHIRAMERUR,NANJIPURAM,0,0,0,0,0,0,0,0,0,0,0,0,3,0
TAMIL NADU,KANCHEEPURAM,UTHIRAMERUR,NARIAMBAKKAM,0,0,0,0,0,0,0,0,0,0,0,0,2,1.02
TAMIL NADU,KANCHEEPURAM,UTHIRAMERUR,NARIAMPUDUR,0,0,0,0,0,0,0,0,0,0,0,0,17,64.15
TAMIL NADU,KANCHEEPURAM,UTHIRAMERUR,NEERADI,0,0,0,0,0,0,0,0,0,0,0,0,1,3.78
TAMIL NADU,KANCHEEPURAM,UTHIRAMERUR,NEERKUNDRAM,0,0,0,0,2,6.06,0,0,0,0,0,0,0,0
TAMIL NADU,KANCHEEPURAM,UTHIRAMERUR,NELVELI,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TAMIL NADU,KANCHEEPURAM,UTHIRAMERUR,OZHAYUR,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TAMIL NADU,KANCHEEPURAM,UTHIRAMERUR,PALAVERI,0,0,1,0,1,0,0,0,0,0,0,0,3,0
TAMIL NADU,KANCHEEPURAM,UTHIRAMERUR,PENNALUR,1,0,7,3.74,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,KANCHEEPURAM,UTHIRAMERUR,PUDUR,0,0,1,0,8,0,0,0,0,0,0,0,5,0
TAMIL NADU,KANCHEEPURAM,UTHIRAMERUR,PULIPPAKKAM,1,1.4,2,3.41,0,0,0,0,0,0,0,0,4,2.1
TAMIL NADU,KANCHEEPURAM,UTHIRAMERUR,PULIVAI,0,0,0,0,0,0,0,0,0,0,0,0,2,0
TAMIL NADU,KANCHEEPURAM,UTHIRAMERUR,PUNGANANTHAL,0,0,3,3.38,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,KANCHEEPURAM,UTHIRAMERUR,RETTAMANGALAM,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TAMIL NADU,KANCHEEPURAM,UTHIRAMERUR,SALAVAKKAM,0,0,0,0,1,0,0,0,0,0,0,0,2,0
TAMIL NADU,KANCHEEPURAM,UTHIRAMERUR,SERPAKKAM,0,0,1,0,0,0,0,0,0,0,0,0,1,0
TAMIL NADU,KANCHEEPURAM,UTHIRAMERUR,SIRUKALATHUR,0,0,0,0,0,0,0,0,0,0,0,0,1,2.74
TAMIL NADU,KANCHEEPURAM,UTHIRAMERUR,SIRUMAILOOR,0,0,1,2.07,9,2.67,0,0,1,0.15,0,0,1,0.75
TAMIL NADU,KANCHEEPURAM,UTHIRAMERUR,SIRUTHAMOOR,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TAMIL NADU,KANCHEEPURAM,UTHIRAMERUR,THANDARAI-I,0,0,0,0,0,0,0,0,0,0,0,0,1,1.19
TAMIL NADU,KANCHEEPURAM,UTHIRAMERUR,THIRUMUKKUDAL,0,0,2,0,0,0,0,0,0,0,0,0,2,0.35
TAMIL NADU,KANCHEEPURAM,UTHIRAMERUR,THIRUPULIVANAM,1,1.21,1,0,2,0,0,0,0,0,0,0,7,1.62
TAMIL NADU,KANCHEEPURAM,UTHIRAMERUR,THOTTANAVAL,0,0,1,6,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,KANCHEEPURAM,UTHIRAMERUR,VADAATHAVUR,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,KANCHEEPURAM,UTHIRAMERUR,VEDAPALAYAM,0,0,0,0,0,0,0,0,0,0,0,0,1,4.82
TAMIL NADU,KANCHEEPURAM,UTHIRAMERUR,VENDIVAKKAM,0,0,1,0,2,1.36,0,0,0,0,0,0,1,0.6
TAMIL NADU,KANCHEEPURAM,UTHIRAMERUR,VINNAMANGALAM,0,0,0,0,1,0,0,0,0,0,0,0,3,1.3
TAMIL NADU,KANCHEEPURAM,WALAJABAD,AMBAKKAM,0,0,0,0,0,0,0,0,0,0,0,0,1,0.48
TAMIL NADU,KANCHEEPURAM,WALAJABAD,ATTHIPATTU,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5
TAMIL NADU,KANCHEEPURAM,WALAJABAD,ATTUPUTHUR,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,KANCHEEPURAM,WALAJABAD,DEVERIYAMBAKKAM,1,0,3,1.08,0,0,0,0,0,0,0,0,2,0.32
TAMIL NADU,KANCHEEPURAM,WALAJABAD,IYEMITCHERI,1,0,0,0,0,0,0,0,0,0,0,0,7,0.65
TAMIL NADU,KANCHEEPURAM,WALAJABAD,KATTAVAKKAM,2,0,4,1.5,1,0,0,0,0,0,0,0,2,1.59
TAMIL NADU,KANCHEEPURAM,WALAJABAD,KOTTAVAKKAM,0,0,2,0,0,0,0,0,0,0,0,0,1,0
TAMIL NADU,KANCHEEPURAM,WALAJABAD,KOVALAVEDU,0,0,1,1.18,0,0,0,0,0,0,0,0,13,15.02
TAMIL NADU,KANCHEEPURAM,WALAJABAD,MANJAMEDU,0,0,1,1,1,8.32,0,0,0,0,0,0,3,4.22
TAMIL NADU,KANCHEEPURAM,WALAJABAD,NALLUR,0,0,0,0,0,0,0,0,0,0,0,0,8,11.84
TAMIL NADU,KANCHEEPURAM,WALAJABAD,NATHTHANALLUR,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TAMIL NADU,KANCHEEPURAM,WALAJABAD,NELVAI,0,0,0,0,0,0,0,0,0,0,0,0,2,0
TAMIL NADU,KANCHEEPURAM,WALAJABAD,PADUNELLI,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TAMIL NADU,KANCHEEPURAM,WALAJABAD,PALAYAZEEVARAM 1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
TAMIL NADU,KANCHEEPURAM,WALAJABAD,PALLAMPAKKAM,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TAMIL NADU,KANCHEEPURAM,WALAJABAD,PARANTHUR I,0,0,11,0.84,1,1.31,0,0,0,0,0,0,0,0
TAMIL NADU,KANCHEEPURAM,WALAJABAD,PARANTHUR II,0,0,6,15.8,1,2.3,0,0,0,0,0,0,1,4
TAMIL NADU,KANCHEEPURAM,WALAJABAD,PAZHAYAZEEVARAM II,0,0,0,0,0,0,0,0,0,0,0,0,1,2.21
TAMIL NADU,KANCHEEPURAM,WALAJABAD,PODAVUR,0,0,0,0,0,0,0,0,0,0,0,0,2,0
TAMIL NADU,KANCHEEPURAM,WALAJABAD,POOSIVAKKAM,0,0,5,0,2,0,0,0,0,0,0,0,6,0
TAMIL NADU,KANCHEEPURAM,WALAJABAD,PULIAMBAKKAM,0,0,0,0,0,0,0,0,2,1.35,0,0,1,0.56
TAMIL NADU,KANCHEEPURAM,WALAJABAD,PULLALUR I,0,0,2,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,KANCHEEPURAM,WALAJABAD,SEEYAMANGALAM,0,0,1,1.96,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,KANCHEEPURAM,WALAJABAD,SIRUVAKKAM,0,0,3,0.6,3,0,0,0,0,0,0,0,0,0
TAMIL NADU,KANCHEEPURAM,WALAJABAD,THANDALAM-I,0,0,0,0,0,0,0,0,1,0,0,0,1,0
TAMIL NADU,KANCHEEPURAM,WALAJABAD,THANKI,0,0,2,0.77,1,0.55,0,0,0,0,0,0,1,2.73
TAMIL NADU,KANCHEEPURAM,WALAJABAD,THAZAMPATTU,0,0,0,0,0,0,0,0,0,0,0,0,1,2.9
TAMIL NADU,KANCHEEPURAM,WALAJABAD,THELLAZHI,0,0,0,0,0,0,0,0,0,0,0,0,2,1.31
TAMIL NADU,KANCHEEPURAM,WALAJABAD,THONANKULAM,0,0,1,0.57,0,0,0,0,0,0,0,0,2,2.2
TAMIL NADU,KANCHEEPURAM,WALAJABAD,ULLAVUR,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TAMIL NADU,KANCHEEPURAM,WALAJABAD,UTTUKADU,0,0,1,0,0,0,0,0,0,0,0,0,2,0
TAMIL NADU,KANCHEEPURAM,WALAJABAD,UTTUKADU I BLK,1,0,4,0,9,0,0,0,0,0,1,0,0,0
TAMIL NADU,KANCHEEPURAM,WALAJABAD,VAIYAVOOR,0,0,0,0,0,0,0,0,0,0,0,0,37,23.95
TAMIL NADU,KANCHEEPURAM,WALAJABAD,VALATHUR I,1,2,1,0.69,4,3.54,0,0,0,0,0,0,0,0
TAMIL NADU,KANCHEEPURAM,WALAJABAD,VALATHUR II,0,0,9,23.63,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,KANCHEEPURAM,WALAJABAD,VALLUVAPAKKAM,0,0,1,0,3,0,0,0,1,0,0,0,3,0.59
TAMIL NADU,KANCHEEPURAM,WALAJABAD,VARANAVASI,0,0,0,0,0,0,0,0,0,0,0,0,1,0.98
TAMIL NADU,KANCHEEPURAM,WALAJABAD,VENKUDI,0,0,2,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,KANCHEEPURAM,WALAJABAD,VISHAKANDIKUPPAM,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TAMIL NADU,KANYAKUMARI,AGASTEESWARAM,ALAGAPPAPURAM,0,0,0,0,0,0,0,0,0,0,0,0,1,0.07
TAMIL NADU,KANYAKUMARI,RAJAKKAMANGALAM,VEMBANOOR WEST,0,0,1,1.8,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,KANYAKUMARI,THOVALAI,ESANTHIMANGALAM SOUTH,0,0,0,0,0,0,0,0,0,0,0,0,1,0.79
TAMIL NADU,KANYAKUMARI,THOVALAI,MADAVALAYAM,0,0,0,0,0,0,0,0,0,0,0,0,1,0.75
TAMIL NADU,KANYAKUMARI,THOVALAI,THAZHAKUDI,0,0,0,0,0,0,0,0,0,0,0,0,1,1.37
TAMIL NADU,KANYAKUMARI,THOVALAI,VEERAMARTHANDANPUTHUR,3,332.1,0,0,0,0,1,0.2,0,0,1,0.24,2,52.8
TAMIL NADU,KARUR,ARAVAKURICHI,ALAMARATHUPATTI,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TAMIL NADU,KARUR,ARAVAKURICHI,SENDAMANGALAM (EAST),0,0,1,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,KARUR,ARAVAKURICHI,VELAMBADI,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,KARUR,K.PARAMATHI,ELAVANUR,0,0,1,0.2,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,KARUR,K.PARAMATHI,KODANTHUR SOUTH,0,0,5,5.07,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,KARUR,K.PARAMATHI,KUPPAM,5,5.5,0,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,KARUR,KADAVUR,D.IDAYAPATTI WEST,1,0,1,0,4,0,0,0,0,0,0,0,5,0
TAMIL NADU,KARUR,KADAVUR,KEELAPAKUTHI,0,0,0,0,0,0,0,0,0,0,1,0.62,0,0
TAMIL NADU,KARUR,KADAVUR,MELAPAKUTHI,0,0,0,0,22,3,0,0,0,0,0,0,2,0.9
TAMIL NADU,KARUR,KADAVUR,MULLIPADI,2,0.32,26,11.75,113,46.55,0,0,0,0,0,0,2,0
TAMIL NADU,KARUR,KADAVUR,PALAVIDUTHI,0,0,13,2.34,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,KARUR,KADAVUR,PANNAPATTI,0,0,8,2.1,4,1.8,0,0,0,0,0,0,4,0.6
TAMIL NADU,KARUR,KADAVUR,SEMBIYANATHAM,0,0,0,0,10,2.93,0,0,0,0,0,0,0,0
TAMIL NADU,KARUR,KADAVUR,THENNILAI,0,0,0,0,9,0,0,0,0,0,0,0,0,0
TAMIL NADU,KARUR,KADAVUR,VALVARMANGALAM,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,KARUR,KADAVUR,VARAVANAI,0,0,3,0,54,0.94,1,0,0,0,0,0,1,0
TAMIL NADU,KARUR,KADAVUR,VELLAPPATTI,2,1.2,21,11.05,9,2.3,0,0,2,0.6,0,0,6,1
TAMIL NADU,KARUR,KARUR,ACHAMMAPURAM,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TAMIL NADU,KARUR,KARUR,ATHUR,0,0,1,0.05,0,0,0,0,0,0,0,0,1,0
TAMIL NADU,KARUR,KARUR,BALAMBALPURAM,0,0,1,0.45,1,0,0,0,1,0.4,0,0,1,0.35
TAMIL NADU,KARUR,KARUR,KADHAPPARAI,1,0,8,2.13,0,0,2,0,0,0,0,0,1,0
TAMIL NADU,KARUR,KARUR,LAXMI NARAYANA SAMUD,7,0,1,0,0,0,0,0,0,0,0,0,10,0
TAMIL NADU,KARUR,KARUR,MANMANGALAM,9,0,10,2.2,2,0,0,0,0,0,0,0,7,3.4
TAMIL NADU,KARUR,KARUR,P.PUGALUR (NORTH),0,0,0,0,1,0.7,0,0,0,0,0,0,0,0
TAMIL NADU,KARUR,KARUR,P.PUGALUR (SOUTH),0,0,0,0,0,0,0,0,0,0,0,0,1,3.5
TAMIL NADU,KARUR,KARUR,SOMUR,0,0,44,0,0,0,0,0,0,0,0,0,2,1
TAMIL NADU,KARUR,KARUR,VANGAL,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,KARUR,KARUR,VETTAMANGALAM (WEST),0,0,12,2,0,0,0,0,0,0,0,0,6,0
TAMIL NADU,KARUR,KRISHNARAYAPURAM,CHINTHALAVADI,1,0.25,2,0.85,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,KARUR,KRISHNARAYAPURAM,KALLAPALLI,0,0,2,0.6,0,0,0,0,0,0,0,0,3,3.22
